e1000216-78,Cambridge Introductions to Philosophy: An Introduction to the Philosophy of Language,e1000216
e1000216-79,Cambridge World History of Food,e1000216
e1000216-80,Canada's Diverse Peoples: A Reference Sourcebook,e1000216
e1000216-81,Capstone Encyclopaedia of Business,e1000216
e1000216-82, Cassell's Peoples, Nations and Cultures ,e1000216
e1000216-83,Chambers 21st Century Dictionary,e1000216
e1000216-84,Chambers Biographical Dictionary,e1000216
e1000216-85,Chambers Classic Speeches,e1000216
e1000216-86,Chambers Dictionary of Eponyms,e1000216
e1000216-87,Chambers Dictionary of Literary Characters,e1000216
e1000216-88,Chambers Dictionary of the Unexplained,e1000216
e1000216-89,Chambers Dictionary of World History,e1000216
e1000216-90,Chambers Film Factfinder,e1000216
e1000216-91,Churchill Livingstone's Dictionary of Nursing,e1000216
e1000216-92,CIA World Factbook,e1000216
e1000216-93,Collins Dictionary of  Astronomy,e1000216
e1000216-94,Collins Dictionary of Biology,e1000216
e1000216-95,Collins Dictionary of Business,e1000216
e1000216-96,Collins Dictionary of Computing,e1000216
e1000216-97,Collins Dictionary of Economics,e1000216
e1000216-98,Collins Dictionary of Law,e1000216
e1000216-99,Collins Dictionary of Medicine,e1000216
e1000216-100,Collins Dictionary of Quotations,e1000216
e1000216-101,Collins Dictionary of Sociology,e1000216
e1000216-102,Collins English Dictionary,e1000216
e1000216-103,Collins English-Greek Dictionary,e1000216
e1000216-104,Collins English-Polish Dictionary,e1000216
e1000216-105,Collins French Dictionary Plus,e1000216
e1000216-106,Collins German Dictionary,e1000216
e1000216-107,Collins Greek-English Dictionary,e1000216
e1000216-108,Collins Irish Dictionary,e1000216
e1000216-109,Collins Italian Dictionary,e1000216
e1000216-110,Collins Latin Dictionary,e1000216
e1000216-111,Collins Portuguese Dictionary,e1000216
e1000216-112,Collins S_ownik Polsko-Angielski,e1000216
e1000216-113,Collins Spanish Dictionary,e1000216
e1000216-114,Collins Spurrell Welsh Dictionary,e1000216
e1000216-115,Companion Encyclopedia of Asian Philosophy,e1000216
e1000216-116,Comprehensive Handbook of Psychopathology,e1000216
e1000216-117,Computer Graphics Companion,e1000216
e1000216-118, Concise Atlas of World History, Andromeda ,e1000216
e1000216-119,Concise Encyclopedia of Latin American Literature,e1000216
e1000216-120,Concise Encyclopedia of Plant Pathology,e1000216
e1000216-121,Concise Encyclopedia of Sociolinguistics,e1000216
e1000216-122,Condensed Encyclopedia of Polymer Engineering Terms,e1000216
e1000216-123,Consciousness: A Guide to the Debates,e1000216
e1000216-124,Conspiracy Theories in American History,e1000216
e1000216-125,Contemporary Youth Culture: An International Encyclopedia,e1000216
e1000216-126,Continuum Encyclopedia of American Literature,e1000216
e1000216-127,Continuum Encyclopedia of British Literature,e1000216
e1000216-128,Continuum Encyclopedia of Children's Literature,e1000216
e1000216-129,Continuum Encyclopedia of Popular Music of the World:  Locations,e1000216
e1000216-130, Continuum Encyclopedia of Popular Music of the World:  Media, Industry and Society ,e1000216
e1000216-131,Continuum Encyclopedia of Popular Music of the World:  Performance and Production,e1000216
e1000216-132,Critical Terms for Art History,e1000216
e1000216-133,Critical Terms for Literary Study,e1000216
e1000216-134,Critical Terms for Religious Studies,e1000216
e1000216-135,Critical Terms for the Study of Buddhism,e1000216
e1000216-136,Cultural Geography: A Critical Dictionary of Key Concepts,e1000216
e1000216-137, Culture Wars: An Encyclopedia of Issues, Viewpoints, and Voices ,e1000216
e1000216-138,Debrett's Peerage & Baronetage 2008,e1000216
e1000216-139,Debrett's People of Today 2012,e1000216
e1000216-140,Dictionary of Accounting,e1000216
e1000216-141,Dictionary of Architecture and Construction,e1000216
e1000216-142, Dictionary of Astronomy, Peter Collin Publishing ,e1000216
e1000216-143,Dictionary of British History,e1000216
e1000216-144,Dictionary of Business,e1000216
e1000216-145, Dictionary of Communications Technology: Terms, Definitions and Abbreviations, Wiley ,e1000216
e1000216-146,Dictionary of Computing,e1000216
e1000216-147, Dictionary of Conflict Resolution, Wiley ,e1000216
e1000216-148,Dictionary of Contemporary Slang,e1000216
e1000216-149, Dictionary of Developmental Biology and Embryology, Wiley ,e1000216
e1000216-150,Dictionary of E-Business,e1000216
e1000216-151, Dictionary of Economics, Wiley ,e1000216
e1000216-152, Dictionary of Engineering Terms, Butterworth-Heinemann ,e1000216
e1000216-153,Dictionary of Environmental Science and Technology,e1000216
e1000216-154,Dictionary of Existentialism,e1000216
e1000216-155,Dictionary of Finance and Investment Terms,e1000216
e1000216-156,Dictionary of Financial Engineering,e1000216
e1000216-157,Dictionary of Food: International Food and Cooking Terms from A to Z,e1000216
e1000216-158, Dictionary of Foreign Phrases and Abbreviations, H.W. Wilson ,e1000216
e1000216-159,Dictionary of Forensic Psychology,e1000216
e1000216-160, Dictionary of Hindu Lore and Legend, Thames & Hudson ,e1000216
e1000216-161,Dictionary of Human Resources and Personnel Management,e1000216
e1000216-162,Dictionary of Information and Library Management,e1000216
e1000216-163,Dictionary of Italian Literature,e1000216
e1000216-164, Dictionary of Jewish Lore and Legend, Thames & Hudson ,e1000216
e1000216-165,Dictionary of Languages,e1000216
e1000216-166,Dictionary of Law,e1000216
e1000216-167, Dictionary of Leisure, Travel and Tourism ,e1000216
e1000216-168,Dictionary of Linguistics and Phonetics,e1000216
e1000216-169,Dictionary of Media Studies,e1000216
e1000216-170,Dictionary of Medical Terms,e1000216
e1000216-171,Dictionary of Microbiology & Molecular Biology,e1000216
e1000216-172,Dictionary of Multimedia and Internet Applications: A Guide for Developers and Users,e1000216
e1000216-173,Dictionary of Optometry and Visual Science,e1000216
e1000216-174,Dictionary of Policing,e1000216
e1000216-175,Dictionary of Politics and Government,e1000216
e1000216-176,Dictionary of Prisons and Punishment,e1000216
e1000216-177,Dictionary of Probation and Offender Management,e1000216
e1000216-178,Dictionary of Publishing and Printing,e1000216
e1000216-179, Dictionary of Race, Ethnicity & Culture ,e1000216
e1000216-180, Dictionary of Shakespeare, Peter Collin Publishing ,e1000216
e1000216-181, Dictionary of Spanish Law, Peter Collin Publishing ,e1000216
e1000216-182,Dictionary of Trade Policy Terms,e1000216
e1000216-183,Dictionary of Visual Discourse: A Dialectical Lexicon of Terms,e1000216
e1000216-184,Dictionary of World Philosophy,e1000216
e1000216-185,Dictionary of Youth Justice,e1000216
e1000216-186,Divided by a Common Language: A Guide to British and American English,e1000216
e1000216-187,Dorland's Illustrated Medical Dictionary,e1000216
e1000216-188, Eastern Europe: An Introduction to the People, Lands, and Culture ,e1000216
e1000216-189,Elsevier's Dictionary of Psychological Theories,e1000216
e1000216-190,Encyclopaedic Dictionary of Psychology,e1000216
e1000216-191,Encyclopedia of 20th Century Technology,e1000216
e1000216-192,Encyclopedia of African History,e1000216
e1000216-193,Encyclopedia of African-American Writing,e1000216
e1000216-194,Encyclopedia of American Poetry: The Twentieth Century,e1000216
e1000216-195,Encyclopedia of American Studies,e1000216
e1000216-196,Encyclopedia of Applied Psychology,e1000216
e1000216-197,Encyclopedia of Archaeology,e1000216
e1000216-198,Encyclopedia of Archaeology: History and Discoveries,e1000216
e1000216-199,Encyclopedia of Capital Punishment in the United States,e1000216
e1000216-200,Encyclopedia of Chinese-American Relations,e1000216
e1000216-201,Encyclopedia of Classical Philosophy,e1000216
e1000216-202,Encyclopedia of Cognitive Science,e1000216
e1000216-203,Encyclopedia of Computer Science,e1000216
e1000216-204,Encyclopedia of Consciousness,e1000216
e1000216-205,Encyclopedia of Cremation,e1000216
e1000216-206,Encyclopedia of Cuban-United States Relations,e1000216
e1000216-207,Encyclopedia of Dinosaurs,e1000216
e1000216-208,Encyclopedia of Emancipation and Abolition in the Transatlantic World,e1000216
e1000216-209,Encyclopedia of Empiricism,e1000216
e1000216-210,Encyclopedia of Energy,e1000216
e1000216-211,Encyclopedia of Ethics,e1000216
e1000216-212,Encyclopedia of German Literature,e1000216
e1000216-213,Encyclopedia of Human Rights Issues since 1945,e1000216
e1000216-214,Encyclopedia of Insects,e1000216
e1000216-215,Encyclopedia of Intelligence & Counterintelligence,e1000216
e1000216-216,Encyclopedia of International Media and Communications,e1000216
e1000216-217, Encyclopedia of Latin American and Caribbean Literature, 1900-2003 ,e1000216
e1000216-218,Encyclopedia of Life Writing:  Autobiographical and Biographical Forms,e1000216
e1000216-219,Encyclopedia of Medical Anthropology: Health and Illness in the World's Cultures,e1000216
e1000216-220,Encyclopedia of Medieval Literature,e1000216
e1000216-221, Encyclopedia of Mexico: History, Society & Culture ,e1000216
e1000216-222,Encyclopedia of Nationalism: Fundamental Themes,e1000216
e1000216-223, Encyclopedia of Nationalism: Leaders, Movements, and Concepts ,e1000216
e1000216-224,Encyclopedia of New Jersey,e1000216
e1000216-225, Encyclopedia of North American Indians, Houghton Mifflin ,e1000216
e1000216-226,Encyclopedia of Paleontology,e1000216
e1000216-227,Encyclopedia of Philosophers on Religion,e1000216
e1000216-228,Encyclopedia of Post-Colonial Literatures in English,e1000216
e1000216-229,Encyclopedia of Postmodernism,e1000216
e1000216-230,Encyclopedia of Sex and Gender: Men and Women in the World's Cultures,e1000216
e1000216-231,Encyclopedia of Social and Cultural Anthropology,e1000216
e1000216-232,Encyclopedia of Special Education: A Reference for the Education of the Handicapped and Other Exceptional Children and Adults,e1000216
e1000216-233,Encyclopedia of the Alamo and the Texas Revolution,e1000216
e1000216-234, Encyclopedia of the American Civil War: A Political, Social, and Military History ,e1000216
e1000216-235,Encyclopedia of the Antebellum South,e1000216
e1000216-236,Encyclopedia of the European Union,e1000216
e1000216-237,Encyclopedia of the History of American Management,e1000216
e1000216-238,Encyclopedia of the Human Brain,e1000216
e1000216-239,Encyclopedia of the Human Genome,e1000216
e1000216-240, Encyclopedia of the Romantic Era, 1760-1850 ,e1000216
e1000216-241,Encyclopedia of the Solar System,e1000216
e1000216-242,Encyclopedia of the United States in the Nineteenth Century,e1000216
e1000216-243, Encyclopedia of the Vietnam War: A Political, Social, and Military History ,e1000216
e1000216-244,Encyclopedia of Urban America: The Cities and Suburbs,e1000216
e1000216-245,Encyclopedia of Urban Legends,e1000216
e1000216-246, Encyclopedia of Violence, Peace and Conflict ,e1000216
e1000216-247,Encyclopedia of Volcanoes,e1000216
e1000216-248,Encyclopedia of Women and Gender: Sex Similarities and Differences and the Impact of Society on Gender,e1000216
e1000216-249,Encyclopedia of Women Social Reformers,e1000216
e1000216-250,Encyclopedia of Women's Autobiography,e1000216
e1000216-251,Encyclopedia of Women's Health,e1000216
e1000216-252,Encyclopedia of World Trade From Ancient Times to the Present,e1000216
e1000216-253, Encyclopedic Dictionary of Women in Early American Films: 1895-1930, An ,e1000216
e1000216-254,Eurojargon,e1000216
e1000216-255, Exemplary Economists: Europe, Asia and Australasia ,e1000216
e1000216-256,Exemplary Economists: North America,e1000216
e1000216-257,Feminist Philosophies A-Z,e1000216
e1000216-258,Field Guide to Rivers of North America,e1000216
e1000216-259,Financial Times World Desk Reference,e1000216
e1000216-260,First Ladies of the United States,e1000216
e1000216-261, Focal Dictionary of Telecommunications, Focal Press ,e1000216
e1000216-262, France and the Americas: Culture, Politics, and History ,e1000216
e1000216-263,Freedom Facts and Firsts: 400 Years of the African American Civil Rights Experience,e1000216
e1000216-264,From Suffrage to the Senate: America's Political Women,e1000216
e1000216-265,Gender and Education: An Encyclopedia,e1000216
e1000216-266,Geography of the World,e1000216
e1000216-267, Germany and the Americas: Culture, Politics, and History ,e1000216
e1000216-268, Globalization: Encyclopedia of Trade, Labor, and Politics ,e1000216
e1000216-269,Good Word Guide,e1000216
e1000216-270, Great American Court Cases, Gale ,e1000216
e1000216-271,Great Irish Lives: An Era in Obituaries,e1000216
e1000216-272,Great Lives: A Century in Obituaries,e1000216
e1000216-273,Great Military Lives: Leadership and Courage - From Waterloo to the Falklands in Obituaries,e1000216
e1000216-274,Great Thinkers A-Z,e1000216
e1000216-275,Great Victorian Lives: An Era in Obituaries,e1000216
e1000216-276,Greenwood Encyclopedia of International Relations,e1000216
e1000216-277,Guide to Economic Indicators,e1000216
e1000216-278,Guide to Gems,e1000216
e1000216-279,Guide to Global Hazards,e1000216
e1000216-280, Guide to Minerals, Rocks and Fossils ,e1000216
e1000216-281,Guide to Seashells of the World,e1000216
e1000216-282,Guide to Stars and Planets,e1000216
e1000216-283,Guide to the Oceans,e1000216
e1000216-284, Guns in American Society: An Encyclopedia of History, Politics, Culture and the Law ,e1000216
e1000216-285,Handbook of Aging and the Social Sciences,e1000216
e1000216-286,Handbook of Environmental Sociology,e1000216
e1000216-287,Handbook of Forensic Psychology: Resource for Mental Health and Legal Professionals,e1000216
e1000216-288,Handbook of Global Environmental Politics,e1000216
e1000216-289,Handbook of Research on Teaching the English Language Arts,e1000216
e1000216-290,Handbook of Research on the Education of Young Children,e1000216
e1000216-291,Handbook of United States Economic and Financial Indicators,e1000216
e1000216-292,Handbook of Vegetable Pests,e1000216
e1000216-293, Hargrave's Communications Dictionary, Wiley ,e1000216
e1000216-294,High Definition: A-Z Guide to Personal Technology,e1000216
e1000216-295,Historical Encyclopedia of American Labor,e1000216
e1000216-296, Holidays, Festivals, and Celebrations of the World Dictionary ,e1000216
e1000216-297,Holocaust Literature: An Encyclopedia of Writers and Their Work,e1000216
e1000216-298,Homosexuality and Science: A Guide to the Debates,e1000216
e1000216-299,How We Talk: American Regional English Today,e1000216
e1000216-300,Human Evolution: A Guide to the Debates,e1000216
e1000216-301, Iberia and the Americas: Culture, Politics, and History ,e1000216
e1000216-302,If the Paintings Could Talk,e1000216
e1000216-303, Illustrated Dictionary of Science, Andromeda ,e1000216
e1000216-304,Immigration and Asylum from 1900 to Present,e1000216
e1000216-305,International Dictionary of Homeopathy,e1000216
e1000216-306,International Encyclopedia of Environmental Politics,e1000216
e1000216-307,International Encyclopedia of Hospitality Management,e1000216
e1000216-308,International Handbook of Giftedness and Talent,e1000216
e1000216-309,Iran's Diverse Peoples: A Reference Sourcebook,e1000216
e1000216-310, Ireland and the Americas: Culture, Politics, and History ,e1000216
e1000216-311,Jablonski's Dictionary of Medical Acronyms & Abbreviations,e1000216
e1000216-312,Key Concepts and Techniques in GIS,e1000216
e1000216-313,Key Concepts in Anti-Discriminatory Social Work,e1000216
e1000216-314,Key Concepts in Critical Social Theory,e1000216
e1000216-315,Key Concepts in Developmental Psychology,e1000216
e1000216-316,Key Concepts in Early Childhood Education and Care,e1000216
e1000216-317,Key Concepts in Education,e1000216
e1000216-318,Key Concepts in Ethnography,e1000216
e1000216-319,Key Concepts in Feminist Theory and Research,e1000216
e1000216-320,Key Concepts in Governance,e1000216
e1000216-321,Key Concepts in Health Psychology,e1000216
e1000216-322,Key Concepts in Journalism Studies,e1000216
e1000216-323,Key Concepts in Leisure Studies,e1000216
e1000216-324,Key Concepts in Marketing,e1000216
e1000216-325,Key Concepts in Medical Sociology,e1000216
e1000216-326,Key Concepts in Nursing,e1000216
e1000216-327,Key Concepts in Political Communication,e1000216
e1000216-328,Key Concepts in Postcolonial Literature,e1000216
e1000216-329,Key Concepts in Public Health,e1000216
e1000216-330,Key Concepts in Public Relations,e1000216
e1000216-331,Key Concepts in Radio Studies,e1000216
e1000216-332,Key Concepts in Social Research,e1000216
e1000216-333,Key Concepts in Sport & Exercise Sciences,e1000216
e1000216-334,Key Concepts in Sports Studies,e1000216
e1000216-335,Key Concepts in Teaching Primary Mathematics,e1000216
e1000216-336,Key Concepts in Urban Geography,e1000216
e1000216-337,Key Concepts in Urban Studies,e1000216
e1000216-338,Key Concepts in Work,e1000216
e1000216-339,Key Contemporary Concepts,e1000216
e1000216-340,Key Ideas in Linguistics and the Philosophy of Language,e1000216
e1000216-341,Key Thinkers in Linguistics and the Philosophy of Language,e1000216
e1000216-342,Key Thinkers in Psychology,e1000216
e1000216-343,Keywords and Concepts in Evolutionary Developmental Biology,e1000216
e1000216-344,Keywords for American Cultural Studies,e1000216
e1000216-345,Late Antiquity: A Guide to the Postclassical World,e1000216
e1000216-346,Learning in Adulthood: A Comprehensive Guide,e1000216
e1000216-347,Macmillan Dictionary of the Bible,e1000216
e1000216-348,Macmillan Dictionary of Toxicology,e1000216
e1000216-349,Macquarie Dictionary of Australian Politics,e1000216
e1000216-350,Making of Modern Economics: The Lives and Ideas of Great Thinkers,e1000216
e1000216-351,Manufacturing Engineering Handbook,e1000216
e1000216-352,Marquis Who Was Who in America 1607-1984,e1000216
e1000216-353,Marquis Who Was Who in America 1985-present,e1000216
e1000216-354,Marquis Who Was Who in America 1985-present,e1000216
e1000216-355,Marquis Who's Who in America,e1000216
e1000216-356,Marquis Who's Who in America,e1000216
e1000216-357,Marquis Who's Who in the World,e1000216
e1000216-358,Marquis Who's Who in the World,e1000216
e1000216-359,Martial Arts of the World: An Encyclopedia of History and Innovation,e1000216
e1000216-360,McGraw-Hill Concise Encyclopedia of Science and Technology,e1000216
e1000216-361,McGraw-Hill Dictionary of Scientific and Technical Terms,e1000216
e1000216-362,Meet the Philosophers of Ancient Greece,e1000216
e1000216-363,Merriam-Webster's Collegiate(R) Dictionary,e1000216
e1000216-364,Merriam-Webster's Dictionary of Law,e1000216
e1000216-365,Merriam-Webster's Geographical Dictionary,e1000216
e1000216-366, Merriam-Webster's Medical Desk Dictionary, Revised Edition ,e1000216
e1000216-367,Metropolitan Opera Encyclopedia: A Comprehensive Guide to the World of Opera,e1000216
e1000216-368,Mexico: An Encyclopedia of Contemporary Culture and History,e1000216
e1000216-369,Miller's Antiques Encyclopedia,e1000216
e1000216-370,Mosby's Dental Dictionary,e1000216
e1000216-371,Mosby's Dictionary of Complementary and Alternative Medicine,e1000216
e1000216-372, Mosby's Dictionary of Medicine, Nursing, & Health Professions ,e1000216
e1000216-373,Mosby's Emergency Dictionary,e1000216
e1000216-374,Mosby's Handbook of Herbs & Natural Supplements,e1000216
e1000216-375,Myths and Legends of the Celts,e1000216
e1000216-376,National Gallery Collection,e1000216
e1000216-377,Natural Medicine Instructions for Patients,e1000216
e1000216-378,Need to Know? Islam,e1000216
e1000216-379,New Americans: A Guide to Immigration Since 1965,e1000216
e1000216-380, New Harvard Guide to Women's Health, The ,e1000216
e1000216-381, Newnes Dictionary of Electronics, Newnes ,e1000216
e1000216-382,Nigeria's Diverse Peoples: A Reference Sourcebook,e1000216
e1000216-383,Notable American Women: 1607-1950,e1000216
e1000216-384,Notable American Women: Completing the Twentieth Century,e1000216
e1000216-385,Notable American Women: The Modern Period,e1000216
e1000216-386,Oddbins Dictionary of Wine,e1000216
e1000216-387, OECD Factbook 2011: Economic, Environmental and Social Statistics ,e1000216
e1000216-388,One Hundred and One Botanists,e1000216
e1000216-389,Opera: The Great Composers and their Masterworks,e1000216
e1000216-390,Palgrave Macmillan Dictionary of Political Thought,e1000216
e1000216-391,Penguin Dictionary of Biology,e1000216
e1000216-392,Penguin Encyclopedia of Places,e1000216
e1000216-393,Pharmaceutical Medicine Dictionary,e1000216
e1000216-394,Philip's Encyclopedia 2008,e1000216
e1000216-395,Philip's World Factbook 2008-2009,e1000216
e1000216-396,Philosophy of Education: An Encyclopedia,e1000216
e1000216-397,Philosophy of Science A-Z,e1000216
e1000216-398,Pocket Guides: Myths & Legends,e1000216
e1000216-399,Pocket Guides: Narrative,e1000216
e1000216-400, Political Corruption in America: An Encyclopedia of Scandals, Power & Greed ,e1000216
e1000216-401,Political Philosophy A-Z,e1000216
e1000216-402, Pop Culture Arab World! Media, Arts, and Lifestyle ,e1000216
e1000216-403, Pop Culture China! Media, Arts, and Lifestyle ,e1000216
e1000216-404, Pop Culture Germany! Media, Arts, and Lifestyle ,e1000216
e1000216-405, Pop Culture India! Media, Arts, and Lifestyle ,e1000216
e1000216-406, Pop Culture Latin America! Media, Arts, and Lifestyle ,e1000216
e1000216-407, Pop Culture Russia! Media, Arts, and Lifestyle ,e1000216
e1000216-408,Poverty and the Government in America: A Historical Encyclopedia,e1000216
e1000216-409,Poverty: An International Glossary,e1000216
e1000216-410,Power and Succession in Arab Monarchies,e1000216
e1000216-411, Propaganda and Mass Persuasion: A Historical Encyclopedia, 1500 to the Present ,e1000216
e1000216-412,Public Opinion and Polling Around the World: A Historical Encyclopedia,e1000216
e1000216-413,QFinance: The Ultimate Resource,e1000216
e1000216-414,Rawson's Dictionary of American Quotations,e1000216
e1000216-415,Rawson's Dictionary of Euphemisms and Other Doubletalk,e1000216
e1000216-416,Rawson's Wicked Words,e1000216
e1000216-417,Reader's Guide to British History,e1000216
e1000216-418,Reader's Guide to the History of Science,e1000216
e1000216-419,Reader's Guide to the Social Sciences,e1000216
e1000216-420,Reformist Voices of Islam: Mediating Islam and Modernity,e1000216
e1000216-421,Religious Holidays & Calendars,e1000216
e1000216-422,Respectfully Quoted,e1000216
e1000216-423,Ripples of Hope: Great American Civil Rights Speeches,e1000216
e1000216-424,Roget's II The New Thesaurus,e1000216
e1000216-425,Saunders Comprehensive Veterinary Dictionary,e1000216
e1000216-426,Science in the Ancient World: An Encyclopedia,e1000216
e1000216-427,Science in the Contemporary World: An Encyclopedia,e1000216
e1000216-428,Science in the Early Twentieth Century: An Encyclopedia,e1000216
e1000216-429,Science in the Enlightenment: An Encyclopedia,e1000216
e1000216-430,Scientific Exploration and Expeditions: From the Age of Discovery to the Twenty-First Century,e1000216
e1000216-431,Shakespeare's Theatre: A Dictionary of His Stage Context,e1000216
e1000216-432, Ships of the World, Houghton Mifflin ,e1000216
e1000216-433,Simpson's Contemporary Quotations,e1000216
e1000216-434, Slavery in the United States: A Social, Political, and Historical Encyclopedia ,e1000216
e1000216-435,South Africa's Diverse Peoples: A Reference Sourcebook,e1000216
e1000216-436, Speakers of the House of Representatives, 1789-2009 ,e1000216
e1000216-437,Springer International Handbooks of Education: International Handbook of Educational Evaluation,e1000216
e1000216-438,Springer International Handbooks of Education: International Handbook of School Effectiveness and Improvement,e1000216
e1000216-439,Taber's Cyclopedic Medical Dictionary,e1000216
e1000216-440, Thames & Hudson Dictionary of the Italian Renaissance, The ,e1000216
e1000216-441,The 2011 Annual Register: World Events 2010,e1000216
e1000216-442,The 9/11 Encyclopedia,e1000216
e1000216-443,The A to Z of Corporate Social Responsibility,e1000216
e1000216-444,The A-Z of Social Research,e1000216
e1000216-445,The American Economy: A Historical Encyclopedia,e1000216
e1000216-446,The American Economy: A Historical Encyclopedia,e1000216
e1000216-447,The American Heritage Guide to Contemporary Usage and Style,e1000216
e1000216-448,The American Heritage Medical Dictionary,e1000216
e1000216-449,The American Heritage Science Dictionary,e1000216
e1000216-450,The American Heritage¨ Abbreviations Dictionary,e1000216
e1000216-451,The American Heritage¨ Dictionary of the English Language,e1000216
e1000216-452,The Anti-Capitalist Dictionary,e1000216
e1000216-453,The Blackwell Dictionary of Political Science,e1000216
e1000216-454,The Blackwell Dictionary of Sociology,e1000216
e1000216-455,The Bloomsbury Dictionary of English Literature,e1000216
e1000216-456,The Bloomsbury Guide to Art,e1000216
e1000216-457, The Brain Book: An illustrated guide to its structure, function and disorders ,e1000216
e1000216-458,The Bridgeman Art Library Archive,e1000216
e1000216-459,The Bridgeman History of Science,e1000216
e1000216-460,The Browser's Dictionary of Foreign Words and Phrases,e1000216
e1000216-461,The Cambridge Dictionary of Philosophy,e1000216
e1000216-462,The Cambridge Dictionary of Scientists,e1000216
e1000216-463,The Cambridge Encyclopedia of Hunters and Gatherers,e1000216
e1000216-464,The Cambridge Guide to Children's Books in English,e1000216
